,step,amount,oldbalanceOrig,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
180,249,9641.79,0.0,0.0,0.0,0.0,0
181,331,34452.41,22739.94,0.0,53846.1,88298.5,0
182,327,1669270.71,0.0,0.0,1833577.62,3502848.33,0
183,140,27085.33,133764.28,106678.94,0.0,0.0,0
184,379,9401.69,66965.65,57563.96,0.0,0.0,0
185,404,107014.75,700.0,0.0,0.0,107014.75,0
186,180,218064.52,0.0,0.0,430083.25,648147.77,0
187,275,4813.74,10551.0,5737.26,0.0,0.0,0
188,156,279157.57,49365.0,0.0,2602952.52,2882110.08,0
189,544,42355.85,32588.93,0.0,0.0,0.0,0
190,334,74427.48,21459.33,95886.8,7965794.76,7891367.28,0
191,140,358201.61,1242.0,359443.61,297963.1,0.0,0
192,178,257443.27,1638214.37,1895657.64,261765.38,4322.11,0
193,250,202521.63,63059.92,265581.54,4240065.7,4037544.07,0
194,692,113163.12,0.0,0.0,9579722.65,9692885.77,0
195,133,435325.25,4826.0,0.0,381366.63,816691.88,0
196,20,78322.53,91406.37,13083.84,434937.45,513259.98,0
197,399,11449.81,29819.0,18369.19,0.0,0.0,0
198,257,17188.66,0.0,0.0,50842.41,68031.07,0
199,163,439519.55,59.0,0.0,20594.0,460113.55,0
200,229,3926.76,0.0,0.0,0.0,0.0,0
201,285,289410.49,0.0,0.0,981114.33,1270524.83,0
202,17,1432022.69,23793.0,0.0,213640.47,1645663.16,0
203,407,1398.54,1036.0,0.0,0.0,0.0,0
204,33,104657.68,5731393.91,5836051.59,122601.49,17943.81,0
205,378,5942.89,55198.81,49255.92,0.0,0.0,0
206,274,99844.11,158020.01,58175.9,432406.13,532250.24,0
207,188,7200.85,253279.0,246078.15,0.0,0.0,0
208,401,515598.96,0.0,0.0,4176478.77,4692077.73,0
209,143,12992.85,5012.88,0.0,0.0,0.0,0
210,236,14117.41,5046.0,0.0,0.0,0.0,0
211,564,203170.22,12359.0,0.0,142570.16,345740.37,0
212,43,237410.53,28696.0,0.0,76302.81,313713.35,0
213,154,125035.35,300252.95,175217.6,3529450.78,3654486.13,0
214,230,136234.12,0.0,0.0,742547.28,878781.4,0
215,158,145880.15,0.0,0.0,2894490.0,3040370.15,0
216,284,19274.35,0.0,0.0,0.0,0.0,0
217,381,201854.33,22327.08,0.0,11099503.89,11301358.22,0
218,13,150621.49,4408.0,0.0,47866.44,198487.93,0
219,278,136054.83,20917.0,0.0,186305.8,322360.63,0
220,33,314122.36,11073.0,0.0,33602.91,347725.28,0
221,94,2662.53,21222.0,18559.47,0.0,0.0,0
222,177,322580.9,100863.76,0.0,4413625.01,4736205.91,0
223,373,380819.11,10911.0,0.0,2609338.98,2990158.1,0
224,204,1485.27,112637.0,111151.73,0.0,0.0,0
225,353,25948.85,0.0,0.0,0.0,0.0,0
226,234,38412.07,3128565.84,3166977.91,85144.44,46732.36,0
227,43,7620.09,33866.54,26246.45,0.0,0.0,0
228,283,265880.72,642165.69,908046.41,1276941.4,1011060.68,0
229,349,300142.24,8253.0,308395.24,0.0,0.0,0
230,690,17688.75,0.0,0.0,9181371.11,9199059.86,0
231,279,10423.99,0.0,0.0,0.0,0.0,0
232,253,9939.85,12709332.18,12719272.03,774269.77,764329.92,0
233,185,6645.97,409.0,0.0,547105.52,553751.5,0
234,207,43804.92,21580.0,65384.92,0.0,0.0,0
235,567,188291.42,0.0,0.0,530178.97,718470.39,0
236,347,10128.01,0.0,0.0,2036749.18,2046877.19,0
237,328,77424.21,218662.31,141238.1,7575630.44,7653054.64,0
238,17,305711.14,901.0,0.0,57208.35,362919.49,0
239,210,170444.95,86716.0,0.0,0.0,170444.95,0
240,237,96157.51,0.0,0.0,236556.47,332713.98,0
241,355,60341.97,0.0,0.0,3151307.25,3211649.22,0
242,139,28101.34,349.0,0.0,0.0,0.0,0
243,527,573.15,2545535.46,2546108.6,11484284.13,11483710.98,0
244,397,27288.17,16261.0,0.0,0.0,0.0,0
245,47,29150.58,0.0,0.0,0.0,0.0,0
246,286,411741.07,33565.0,0.0,5918784.37,6330525.43,0
247,382,115196.43,6823675.23,6938871.66,414820.12,299623.69,0
248,140,2009556.54,0.0,0.0,13026916.68,15036473.22,0
249,205,5851.23,0.0,0.0,0.0,0.0,0
250,161,3787.32,25766.7,21979.38,0.0,0.0,0
251,395,23988.73,0.0,0.0,0.0,0.0,0
252,137,18562.45,0.0,0.0,0.0,0.0,0
253,129,127147.33,354905.0,482052.33,43097.96,0.0,0
254,357,7516.19,22253.03,14736.84,0.0,0.0,0
255,249,26809.64,2543.57,0.0,0.0,0.0,0
256,350,7276.65,222200.0,214923.35,0.0,0.0,0
257,345,7532.14,0.0,0.0,0.0,0.0,0
258,36,169398.18,8371437.89,8540836.06,246408.37,77010.19,0
259,154,10864.25,0.0,0.0,0.0,0.0,0
260,36,387.31,10166.0,9778.69,0.0,0.0,0
261,42,22050.11,113341.85,135391.96,85040.9,62990.79,0
262,236,19209.56,0.0,0.0,0.0,0.0,0
263,231,1460.62,19873.0,18412.38,0.0,0.0,0
264,547,395106.86,858062.66,1253169.52,2843159.16,2448052.3,0
265,240,455841.26,8286.11,0.0,1654390.99,2110232.24,0
266,44,7245.51,0.0,0.0,0.0,0.0,0
267,493,238372.53,2711293.32,2949665.85,768190.76,529818.23,0
268,93,38931.19,0.0,0.0,0.0,0.0,0
269,159,14097.14,0.0,0.0,2890809.48,2904906.63,0
270,188,149780.72,107629.0,257409.72,0.0,0.0,0
271,313,36604.18,0.0,0.0,0.0,0.0,0
272,399,2119.26,0.0,0.0,0.0,0.0,0
273,17,367336.64,30719.0,0.0,306194.54,673531.18,0
274,372,18156.6,0.0,0.0,0.0,0.0,0
275,213,15999.79,76161.0,60161.21,0.0,0.0,0
276,335,302522.58,434680.79,737203.37,442376.11,139853.53,0
277,369,254325.95,343782.72,598108.67,3654015.57,3399689.62,0
278,379,4407.26,0.0,0.0,0.0,0.0,0
279,132,5301.63,49151.0,43849.37,0.0,0.0,0
280,164,11809.2,192128.23,180319.03,0.0,0.0,0
281,257,290553.11,0.0,0.0,631125.27,921678.37,0
282,185,204754.68,383644.68,178889.99,505715.17,710469.85,0
283,17,505103.68,5035.0,0.0,76870.05,627763.31,0
284,206,10515.19,40312.51,29797.33,0.0,0.0,0
285,323,20697.86,55785.0,35087.14,0.0,0.0,0
286,253,29450.88,100327.0,70876.12,0.0,0.0,0
287,564,232700.89,249451.0,16750.11,327114.52,559815.41,0
288,158,167769.31,0.0,0.0,169222.74,336992.05,0
289,236,272.28,51304.0,51031.72,2592273.67,2592545.95,0
290,404,317978.42,2581613.04,2899591.46,2456074.29,2138095.87,0
291,211,35804.31,3588027.28,3623831.59,453982.31,418178.0,0
292,522,4436.42,0.0,0.0,0.0,0.0,0
293,262,5952.39,24422.0,18469.61,0.0,0.0,0
294,20,297347.51,0.0,0.0,1442629.85,1739977.36,0
295,308,72717.43,340300.18,413017.61,170650.16,97932.74,0
296,17,60578.61,0.0,0.0,171.0,60749.61,0
297,278,119421.47,4309274.76,4428696.23,197934.12,78512.65,0
298,278,26923.36,0.0,0.0,7201944.69,7228868.05,0
299,349,118919.52,0.0,0.0,10593325.26,10712244.78,0
300,403,11189.97,341028.0,329838.03,803170.1,814360.06,0
301,330,37311.49,9242.0,0.0,144587.02,181898.51,0
302,38,1031728.42,5059.0,0.0,2239928.48,3271656.89,0
303,41,15186.68,8855.57,0.0,0.0,0.0,0
304,282,196843.26,0.0,0.0,331103.37,527946.63,0
305,308,198179.78,267975.0,69795.22,0.0,198179.78,0
306,208,178445.81,0.0,0.0,1413659.48,1877282.11,0
307,181,47995.91,0.0,0.0,1263075.17,1311071.08,0
308,256,3751.3,151684.26,147932.95,0.0,0.0,0
309,180,27060.31,656590.75,629530.44,0.0,0.0,0
310,284,30643.92,21031.0,0.0,0.0,0.0,0
311,371,10180.58,0.0,0.0,0.0,0.0,0
312,383,246026.31,103529.0,349555.31,0.0,0.0,0
313,178,20164.27,0.0,0.0,0.0,0.0,0
314,185,59436.14,405253.1,464689.25,105441.97,46005.82,0
315,37,40806.78,2269846.95,2310653.74,4388327.03,4347520.25,0
316,36,1026641.89,0.0,0.0,1207046.74,3981068.34,0
317,155,82988.46,26101.0,109089.46,562646.81,479658.35,0
318,308,428.7,0.0,0.0,0.0,0.0,0
319,348,10294.37,32943.0,22648.63,0.0,0.0,0
320,403,206839.89,9513.0,216352.89,239841.35,33001.46,0
321,354,8621.05,0.0,0.0,0.0,0.0,0
322,214,14276.16,789.0,0.0,0.0,0.0,0
323,378,239465.52,47251.0,286716.52,1871800.95,1632335.43,0
324,327,513113.91,8122.0,0.0,3760453.63,4273567.54,0
325,237,1302.98,326.0,0.0,0.0,0.0,0
326,39,287222.28,36127.0,323349.28,416324.41,450669.73,0
327,304,12267.0,308993.0,296726.0,0.0,0.0,0
328,348,419852.96,0.0,0.0,621060.77,1040913.73,0
329,251,100741.21,23724593.6,23825334.81,586991.14,486249.93,0
330,405,140939.87,0.0,0.0,3118768.03,3259707.9,0
331,394,4664.38,0.0,0.0,0.0,0.0,0
332,35,132880.04,0.0,0.0,23413592.77,23546472.81,0
333,210,1020.4,67481.37,66460.98,0.0,0.0,0
334,300,312523.17,31241.0,0.0,421736.28,734259.45,0
335,214,352668.18,0.0,0.0,1133914.7,1486582.88,0
336,426,259544.59,1062751.13,1322295.72,1479356.52,1219811.92,0
337,256,18058.47,0.0,0.0,0.0,0.0,0
338,253,48641.15,0.0,0.0,560335.83,608976.98,0
339,41,4684.25,64627.39,59943.13,0.0,0.0,0
340,325,8854.14,50381.0,41526.86,0.0,0.0,0
341,277,161929.95,0.0,0.0,1169530.79,1331460.74,0
342,35,24381.09,220676.0,196294.91,0.0,0.0,0
343,326,63629.07,41365.0,0.0,816423.61,880052.67,0
344,325,1784257.61,0.0,0.0,3092997.88,4877255.49,0
345,37,1289.73,21819.0,20529.27,10755478.43,11683866.93,0
346,203,9224.39,135685.0,126460.61,0.0,0.0,0
347,275,57803.05,4240740.0,4298543.06,222235.2,164432.15,0
348,238,8726.81,14822.0,6095.19,0.0,0.0,0
349,356,24128.41,10449.0,0.0,0.0,0.0,0
350,402,93405.96,497.0,0.0,0.0,93405.96,0
351,274,113471.24,3503.0,0.0,7237353.84,7350825.08,0
352,190,66983.75,14699.0,0.0,0.0,66983.75,0
353,139,18724.63,0.0,0.0,0.0,0.0,0
354,201,395436.4,850.0,0.0,967344.18,1362780.58,0
355,596,285879.24,145752.0,0.0,790254.88,1076134.12,0
356,297,44603.54,0.0,0.0,0.0,0.0,0
357,323,3823100.89,20377.0,0.0,0.0,3823100.89,0
358,189,14321.89,557612.14,543290.26,0.0,0.0,0
359,216,7695.59,0.0,0.0,0.0,0.0,0
360,40,324700.78,0.0,0.0,853528.08,1178228.87,0
361,235,50302.33,3939.0,0.0,0.0,50302.33,0
362,401,224168.58,0.0,0.0,1436671.03,1660839.62,0
363,394,36463.65,0.0,0.0,853087.33,889550.97,0
364,187,807622.88,0.0,0.0,880322.77,1687945.65,0
365,402,24167.97,27713.0,51880.97,206971.58,182803.61,0
366,374,126212.62,0.0,0.0,468981.46,595194.08,0
367,34,208785.87,0.0,0.0,1191363.53,1759640.92,0
368,208,23973.14,834883.49,858856.63,167150.6,9465.4,0
369,403,27688.6,4059.0,0.0,0.0,0.0,0
370,684,4051.47,52488.0,48436.53,0.0,0.0,0
371,329,1685737.01,0.0,0.0,3693837.71,5379574.72,0
372,321,31162.19,0.0,0.0,0.0,0.0,0
373,371,427535.99,0.0,0.0,539094.49,966630.48,0
374,140,27363.3,0.0,0.0,0.0,0.0,0
375,137,49444.46,595269.0,644713.46,5777478.82,5728034.36,0
376,380,4450.38,1118981.18,1123431.56,1570389.03,1565938.65,0
377,358,3855359.94,0.0,0.0,7573186.66,11428546.6,0
378,350,156251.52,256082.0,99830.48,15855.11,172106.63,0
379,233,82546.26,2790818.41,2873364.67,2419454.69,2336908.43,0
380,401,184878.76,0.0,0.0,323483.71,508362.47,0
381,205,9153.72,20823.0,11669.28,0.0,0.0,0
382,205,116197.47,4318620.45,4434817.92,866636.12,750438.65,0
383,225,11841.75,1232787.5,1244629.25,114398.7,102556.95,0
384,345,343048.96,0.0,0.0,8597760.52,8940809.47,0
385,347,275773.99,0.0,0.0,1750662.67,2026436.66,0
386,285,9971.38,0.0,0.0,0.0,0.0,0
387,335,38923.35,0.0,0.0,0.0,0.0,0
388,138,264980.98,3668.0,268648.98,0.0,0.0,0
389,302,29195.03,59170.05,29975.02,0.0,0.0,0
390,548,79685.6,8053.0,0.0,2179159.42,2258845.02,0
391,186,36429.81,82638.0,46208.19,0.0,0.0,0
392,283,70967.94,20753.0,0.0,0.0,70967.94,0
393,326,10355.61,68845.39,58489.78,0.0,0.0,0
394,209,64882.7,4035865.68,4100748.38,1659269.39,1594386.69,0
395,12,194695.96,0.0,0.0,3553400.66,3614434.89,0
396,374,146507.29,4584264.03,4730771.32,375712.78,229205.5,0
397,308,92559.28,59259.0,0.0,71153.41,163712.69,0
398,167,97883.07,0.0,0.0,6055817.93,6153700.99,0
399,373,1475.63,241297.34,239821.71,0.0,0.0,0
400,203,170529.08,247872.28,77343.21,560159.23,730688.31,0
401,232,111444.2,14487.0,125931.2,221570.16,110125.96,0
402,403,236843.76,0.0,0.0,5227469.39,5464313.15,0
403,307,22417.96,10980.0,0.0,0.0,0.0,0
404,44,162430.05,304.0,0.0,106846.91,269276.95,0
405,204,216273.14,0.0,0.0,2592144.3,2808417.44,0
406,403,437842.32,4352372.93,4790215.24,504814.16,66971.84,0
407,397,401277.86,31455.0,432732.86,228379.87,0.0,0
408,185,463407.56,0.0,0.0,1850348.69,2313756.25,0
409,376,41600.11,3424376.85,3465976.96,150921.16,109321.05,0
410,43,178098.98,172241.0,0.0,3782430.07,4054347.63,0
411,570,44211.8,11452.0,55663.8,18657.0,0.0,0
412,323,18412.64,6569411.94,6587824.58,69099.35,50686.71,0
413,43,153985.55,1315692.73,1469678.28,1617290.33,1463304.78,0
414,374,78469.12,0.0,0.0,84795.81,163264.93,0
415,378,312922.34,0.0,0.0,1639500.02,1952422.37,0
416,156,234638.1,0.0,0.0,380544.32,615182.41,0
417,18,456869.99,108848.0,0.0,1214780.38,1857210.33,0
418,165,70825.28,0.0,0.0,219376.02,290201.3,0
419,278,105780.14,6580603.77,6686383.91,209491.73,103711.59,0
420,157,9697.98,0.0,0.0,0.0,0.0,0
421,225,123886.66,11933.0,0.0,0.0,123886.66,0
422,402,2157.94,286330.06,284172.12,0.0,0.0,0
423,156,115114.95,0.0,0.0,162305.55,277420.5,0
424,275,182071.97,301.0,0.0,68615.15,250687.13,0
425,399,48210.98,91859.0,43648.02,0.0,0.0,0
426,40,10642.24,0.0,0.0,18265.24,28907.48,0
427,354,352555.07,1801.0,0.0,0.0,352555.07,0
428,163,151302.96,67117.0,0.0,831042.64,982345.6,0
429,329,452729.0,0.0,0.0,4630177.02,5082906.02,0
430,408,30505.32,107.0,0.0,165485.65,195990.97,0
431,348,59257.68,0.0,0.0,3409102.88,3468360.55,0
432,282,8707.41,436811.0,428103.59,0.0,0.0,0
433,178,968351.83,44913.0,0.0,1178218.58,2146570.42,0
434,187,13839.34,254199.0,240359.66,0.0,0.0,0
435,563,1000.71,32.0,0.0,0.0,0.0,0
436,231,173457.56,0.0,0.0,475615.95,649073.51,0
437,323,112578.91,0.0,0.0,4208623.19,4321202.09,0
438,276,141498.53,0.0,0.0,521586.05,663084.58,0
439,134,435006.15,21367.0,456373.15,347561.38,0.0,0
440,376,38528.02,1900.0,0.0,0.0,0.0,0
441,205,138123.78,35477.0,173600.78,0.0,0.0,0
442,349,180051.43,0.0,0.0,15710519.34,15890570.77,0
443,130,386242.53,85244.0,471486.53,1655592.31,1269349.78,0
444,255,111599.88,14760.0,0.0,0.0,111599.88,0
445,131,4225.81,21380.0,17154.19,0.0,0.0,0
446,201,756.76,5615.0,4858.24,0.0,0.0,0
447,46,407838.28,10949.0,0.0,0.0,407838.28,0
448,182,446325.22,0.0,0.0,12744158.62,13190483.84,0
449,354,26219.12,2874.07,0.0,0.0,0.0,0
450,252,298604.29,156.0,0.0,5018423.49,5317027.78,0
451,396,534716.09,6095.0,540811.09,0.0,0.0,0
452,400,68590.71,4134722.71,4203313.42,2528157.64,2459566.93,0
453,326,146663.96,65100.0,0.0,29349.7,176013.66,0
454,398,1618.13,8039029.38,8040647.51,169179.03,167560.9,0
455,212,6296.12,49928.0,43631.88,0.0,0.0,0
456,250,19253.54,81464.95,62211.4,0.0,0.0,0
457,563,7988.58,587420.0,579431.42,0.0,0.0,0
458,383,226107.56,0.0,0.0,558229.38,784336.94,0
459,162,519965.46,0.0,0.0,1185276.29,1705241.75,0
460,42,70281.0,775.0,71056.0,165743.46,95462.45,0
461,356,4052.75,11162.0,7109.25,0.0,0.0,0
462,299,8110.08,0.0,0.0,0.0,0.0,0
463,157,795.37,0.0,0.0,0.0,0.0,0
464,397,47863.41,0.0,0.0,0.0,0.0,0
465,329,6836.32,0.0,0.0,0.0,0.0,0
